#{"t_start": 1681904220.3123646, "env_id": null}
r,l,t
-0.014088,201,281.356801
-0.5415,201,282.091987
-116.329537,114,282.636976
-0.244184,201,283.366405
43.661099,201,284.155426
-5.882086,201,284.823648
14.751073,201,285.581392
-0.760541,201,286.186837
-47.032785,201,286.986614
26.413145,201,287.678588
-106.121658,148,288.331391
-132.203408,17,288.348219
5.582356,201,288.941624
11.1484,201,289.804355
9.219521,201,290.474272
3.191525,201,291.183916
8.567854,201,291.905767
-4.886133,201,292.550311
7.205955,201,293.331102
-123.255539,125,293.868426
7.148204,201,294.47695
0.106454,201,295.345743
-121.105883,80,295.812884
14.679424,201,296.458847
-8.043534,201,297.186104
-128.798516,177,297.756344
-3.50394,201,298.456897
12.599255,201,299.12182
-12.557865,201,299.902761
-118.008727,167,300.475482
26.683942,201,301.212831
-136.446538,137,301.815857
-140.554801,104,302.333589
-22.354948,201,303.075317
0.61983,201,303.877441
-10.25207,201,304.53704
-117.12203,181,305.323752
-0.918644,201,305.997419
14.888666,201,306.776799
-87.796938,200,307.379411
10.846165,201,308.283812
-3.378414,201,308.969061
20.766252,201,309.655063
-132.927383,46,310.100007
-118.658454,130,310.788004
-130.21006,95,310.879135
-127.112385,136,311.457928
-6.181088,201,312.249998
-101.489646,132,312.78846
-124.660226,66,312.852701
-142.354355,55,313.285553
-122.720285,28,313.312984
-131.391563,103,313.733985
-131.337023,74,313.805246
-136.762899,53,314.248472
-131.817641,47,314.294715
-127.084602,62,314.670001
-123.951206,37,314.706722
-138.603027,72,315.113899
-140.290706,52,315.164242
-136.330757,67,315.605844
-137.324862,47,315.651889
-126.710903,46,315.696805
-128.582937,45,316.04164
-138.000516,67,316.106134
-130.248348,52,316.567664
-125.607799,57,316.623391
-126.702448,44,316.665906
-131.280321,21,316.687055
-133.735774,43,317.06922
-133.122756,22,317.094206
-140.355993,78,317.490956
-143.831457,68,317.556754
-114.537472,68,318.013216
-132.536869,56,318.06759
-127.40942,22,318.089595
-132.466302,22,318.111256
-126.572876,32,318.45901
-133.365552,24,318.482708
-122.022581,97,319.001263
-125.552067,50,319.050075
-135.3113,90,319.47083
-145.345276,104,320.035275
-136.583161,136,320.653523
-128.021861,48,320.701002
-136.834436,58,320.757193
-124.369292,76,321.17618
-126.109176,49,321.223556
-136.960723,59,321.638029
-130.296582,39,321.675861
-142.801697,62,322.027525
-119.033929,55,322.080746
-129.544212,40,322.119814
-136.915915,120,322.566799
-132.57021,72,323.135745
-125.03293,37,323.171865
